trial_id,learning_rate,batch_size,num_train_epochs,max_len,weight_decay,warmup_ratio,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,precision_weighted,recall_weighted
1,1e-05,4,4,256,0.04292989599556912,0.0,0.76,0.5535714285714286,0.7276190476190476,0.5904850746268657,0.5513771186440678,0.7140298507462687,0.76
2,2e-05,2,3,384,0.03805698509951765,0.1,0.7866666666666666,0.44029850746268656,0.6927363184079602,0.3933333333333333,0.5,0.6188444444444444,0.7866666666666666
3,2e-05,4,4,256,0.022519296894778357,0.1,0.7466666666666667,0.5121533721328313,0.7060778272281183,0.5399159663865546,0.5201271186440678,0.6856582633053221,0.7466666666666667
4,1.5e-05,2,4,384,0.0411380806635415,0.1,0.7866666666666666,0.44029850746268656,0.6927363184079602,0.3933333333333333,0.5,0.6188444444444444,0.7866666666666666
5,1.5e-05,2,3,256,0.027729239350791742,0.1,0.7866666666666666,0.44029850746268656,0.6927363184079602,0.3933333333333333,0.5,0.6188444444444444,0.7866666666666666
6,1e-05,4,4,256,0.037904387004268694,0.1,0.7333333333333333,0.503968253968254,0.6973544973544973,0.5205223880597014,0.5116525423728814,0.6756218905472636,0.7333333333333333
7,2e-05,2,3,384,0.04465605606610989,0.1,0.7866666666666666,0.44029850746268656,0.6927363184079602,0.3933333333333333,0.5,0.6188444444444444,0.7866666666666666
8,2e-05,4,3,256,0.002190188289361439,0.0,0.7733333333333333,0.5293466223698782,0.7236323366555925,0.6000000000000001,0.5370762711864407,0.7146666666666667,0.7733333333333333
9,1.5e-05,2,4,384,0.03723810779539086,0.0,0.7866666666666666,0.44029850746268656,0.6927363184079602,0.3933333333333333,0.5,0.6188444444444444,0.7866666666666666
10,2e-05,2,3,384,0.023477790563790398,0.0,0.7866666666666666,0.44029850746268656,0.6927363184079602,0.3933333333333333,0.5,0.6188444444444444,0.7866666666666666
