trial_id,learning_rate,batch_size,num_train_epochs,max_len,weight_decay,warmup_ratio,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,precision_weighted,recall_weighted
1,1e-05,4,4,256,0.04292989599556912,0.0,0.5769230769230769,0.3905491698595147,0.5415954415954415,0.3718038939713817,0.4129520605550883,0.5120355834641549,0.5769230769230769
2,2e-05,2,3,384,0.03805698509951765,0.1,0.5064102564102564,0.3241695303550973,0.4599083619702176,0.3133116883116883,0.34973366975049064,0.4346278721278722,0.5064102564102564
3,2e-05,4,4,256,0.022519296894778357,0.1,0.5641025641025641,0.394179644486393,0.5434844689681877,0.3791152263374486,0.41323240818615087,0.5273227287116176,0.5641025641025641
4,1.5e-05,2,4,384,0.0411380806635415,0.1,0.532051282051282,0.3564495530012772,0.4984330484330485,0.33861130659160216,0.37776843285674233,0.47030350601779175,0.532051282051282
5,1.5e-05,2,3,256,0.027729239350791742,0.1,0.532051282051282,0.35662525879917184,0.49643653448001274,0.340958605664488,0.37776843285674233,0.46928942517177813,0.532051282051282
6,1e-05,4,4,256,0.037904387004268694,0.1,0.6217948717948718,0.42409280096219276,0.5860209359710855,0.4029335634167386,0.44813568825343425,0.5546890555518684,0.6217948717948718
7,2e-05,2,3,384,0.04465605606610989,0.1,0.5128205128205128,0.3362227475702653,0.47321735264997683,0.3220125786163522,0.35884496776002245,0.4462506047411708,0.5128205128205128
8,2e-05,4,3,256,0.002190188289361439,0.0,0.5192307692307693,0.34474474474474476,0.4826518826518827,0.32930329120107465,0.36627417998317907,0.4554252915674421,0.5192307692307693
9,1.5e-05,2,4,384,0.03723810779539086,0.0,0.5576923076923077,0.3773098409969918,0.5239826782585699,0.35872793989166524,0.39907485281749366,0.495282194653154,0.5576923076923077
10,2e-05,2,3,384,0.023477790563790398,0.0,0.46153846153846156,0.32283272283272285,0.440950502488964,0.31070094484728633,0.3448275862068965,0.43179013910721226,0.46153846153846156
