trial_id,learning_rate,batch_size,num_train_epochs,max_len,weight_decay,warmup_ratio,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,precision_weighted,recall_weighted
1,1e-05,4,4,256,0.04292989599556912,0.0,0.7702702702702703,0.5624347826086956,0.733593419506463,0.6172707889125799,0.5592672413793103,0.7243704258629631,0.7702702702702703
2,2e-05,2,3,384,0.03805698509951765,0.1,0.7837837837837838,0.4393939393939394,0.6887796887796888,0.3918918918918919,0.5,0.6143170197224251,0.7837837837837838
3,2e-05,4,4,256,0.022519296894778357,0.1,0.6891891891891891,0.5307416597739179,0.6855043629237177,0.5316384180790961,0.5301724137931034,0.6820277905023667,0.6891891891891891
4,1.5e-05,2,4,384,0.0411380806635415,0.1,0.7837837837837838,0.4393939393939394,0.6887796887796888,0.3918918918918919,0.5,0.6143170197224251,0.7837837837837838
5,1.5e-05,2,3,256,0.027729239350791742,0.1,0.7837837837837838,0.4393939393939394,0.6887796887796888,0.3918918918918919,0.5,0.6143170197224251,0.7837837837837838
6,1e-05,4,4,256,0.037904387004268694,0.1,0.7702702702702703,0.48674010607915136,0.7032540496432784,0.5610328638497653,0.5140086206896552,0.6902677325212536,0.7702702702702703
7,2e-05,2,3,384,0.04465605606610989,0.1,0.7837837837837838,0.4393939393939394,0.6887796887796888,0.3918918918918919,0.5,0.6143170197224251,0.7837837837837838
8,2e-05,4,3,256,0.002190188289361439,0.0,0.7297297297297297,0.4660894660894661,0.6790296790296789,0.4730392156862745,0.48814655172413796,0.6469263381028086,0.7297297297297297
9,1.5e-05,2,4,384,0.03723810779539086,0.0,0.7837837837837838,0.4393939393939394,0.6887796887796888,0.3918918918918919,0.5,0.6143170197224251,0.7837837837837838
10,2e-05,2,3,384,0.023477790563790398,0.0,0.7837837837837838,0.4393939393939394,0.6887796887796888,0.3918918918918919,0.5,0.6143170197224251,0.7837837837837838
