trial_id,learning_rate,batch_size,num_train_epochs,max_len,weight_decay,warmup_ratio,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,precision_weighted,recall_weighted
1,1e-05,16,4,384,0.08585979199113825,0.0,0.4276315789473684,0.380091000320008,0.45607142734503126,0.40303539068329597,0.3974174771588565,0.5137217443993738,0.4276315789473684
2,3e-05,8,3,384,0.0761139701990353,0.2,0.5263157894736842,0.4098842289209262,0.5264464199489549,0.4114626595182361,0.41036693191865603,0.5285801436309947,0.5263157894736842
3,3e-05,16,4,256,0.04503859378955671,0.1,0.4342105263157895,0.3786143367810986,0.4400142274589959,0.3765740740740741,0.4049882110226937,0.45646198830409357,0.4342105263157895
4,2e-05,8,5,512,0.082276161327083,0.1,0.4934210526315789,0.3658005058902964,0.4698141537369742,0.3699284842141985,0.37573681108163864,0.46450191412597436,0.4934210526315789
5,3e-05,8,4,256,0.055458478701583484,0.2,0.47368421052631576,0.3575652671028393,0.45457596860091537,0.36287878787878786,0.3750552608311229,0.4598086124401914,0.47368421052631576
6,1e-05,16,5,256,0.07580877400853739,0.1,0.4934210526315789,0.372598403523259,0.4748272415141901,0.3799973418394471,0.389349395814913,0.48217493494501806,0.4934210526315789
7,3e-05,8,3,512,0.08931211213221978,0.2,0.47368421052631576,0.3880761365423942,0.4699026353046373,0.38675889328063234,0.3989832007073386,0.47362960266278337,0.47368421052631576
8,5e-05,16,3,384,0.004380376578722878,0.1,0.47368421052631576,0.3308563456417766,0.4482295672959404,0.3352644087938206,0.34340922487474207,0.44462230665791036,0.47368421052631576
9,3e-05,8,5,512,0.07447621559078171,0.1,0.5657894736842105,0.40450035917448113,0.5412653160071242,0.4136049136049136,0.41355363984674326,0.5401221585432111,0.5657894736842105
10,5e-05,8,3,512,0.046955581127580796,0.1,0.5,0.39826546252494843,0.4833744957351862,0.40075485820166673,0.41312997347480107,0.48591450593130325,0.5
