trial_id,learning_rate,batch_size,num_train_epochs,max_len,weight_decay,warmup_ratio,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,precision_weighted,recall_weighted
1,1e-05,16,4,384,0.08585979199113825,0.0,0.47770700636942676,0.4289828528958964,0.48666949684673305,0.42334976485919884,0.45711898856276695,0.5044386773505869,0.47770700636942676
2,3e-05,8,3,384,0.0761139701990353,0.2,0.5031847133757962,0.4078652828652829,0.4907209740012288,0.4188288288288288,0.4167355656607414,0.5009089344121191,0.5031847133757962
3,3e-05,16,4,256,0.04503859378955671,0.1,0.5031847133757962,0.43108330980788373,0.5015968945838721,0.42911255411255417,0.43984256579853936,0.5051320759919486,0.5031847133757962
4,2e-05,8,5,512,0.082276161327083,0.1,0.5477707006369427,0.4071410587689657,0.5341920601822839,0.40906768837803326,0.4107327408019843,0.5235278326866291,0.5477707006369427
5,3e-05,8,4,256,0.055458478701583484,0.2,0.49044585987261147,0.39364084191670395,0.47920395001440463,0.3982386999464798,0.3934218685407193,0.4724033344272893,0.49044585987261147
6,1e-05,16,5,256,0.07580877400853739,0.1,0.5031847133757962,0.3858564224133822,0.4976301697335127,0.3879985754985755,0.3879530108860411,0.4971453263650716,0.5031847133757962
7,3e-05,8,3,512,0.08931211213221978,0.2,0.5159235668789809,0.4191868560289613,0.5081344550335499,0.42623060460139106,0.4160207385972165,0.5025878991115519,0.5159235668789809
8,5e-05,16,3,384,0.004380376578722878,0.1,0.4713375796178344,0.3934131531769178,0.4553873633941053,0.40290080290080293,0.39324100868127326,0.4498606842555887,0.4713375796178344
9,3e-05,8,5,512,0.07447621559078171,0.1,0.5477707006369427,0.4067888184167254,0.5308071082623002,0.41967213114754104,0.4107327408019843,0.5202673070899029,0.5477707006369427
10,5e-05,8,3,512,0.046955581127580796,0.1,0.5222929936305732,0.40468054261157715,0.5127517150359233,0.4080267558528428,0.40490216342841395,0.5070404533157233,0.5222929936305732
