trial_id,learning_rate,batch_size,num_train_epochs,max_len,weight_decay,warmup_ratio,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,precision_weighted,recall_weighted,transcript_col
9,3e-05,8,5,512,0.07447621559078171,0.1,0.6114649681528662,0.41604885803780833,0.5742674196768578,0.3970161383954487,0.4393688852142759,0.5437762203630861,0.6114649681528662,Transcript_PFT
9,3e-05,8,5,512,0.07447621559078171,0.1,0.6025641025641025,0.40788561664812933,0.5642389591323292,0.3902790279027903,0.43089430894308944,0.5343211244201342,0.6025641025641025,Transcript_CTD
10,5e-05,8,3,512,0.046955581127580796,0.1,0.625,0.4072787427626137,0.5647425014148274,0.4175010175010175,0.4384025935750073,0.5600250626566415,0.625,Transcript_SFT
7,3e-05,8,3,512,0.08931211213221978,0.2,0.5605095541401274,0.362996016481168,0.5083597705216122,0.3659147869674186,0.3894171145101281,0.49624060150375937,0.5605095541401274,Transcript_ALL
