trial_id,learning_rate,batch_size,num_train_epochs,max_len,weight_decay,warmup_ratio,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,precision_weighted,recall_weighted
1,1e-05,4,4,256,0.04292989599556912,0.0,0.6178343949044586,0.6176948051948052,0.6180205145173298,0.6179811749432003,0.6182113821138211,0.6190086352143919,0.6178343949044586
2,2e-05,2,3,384,0.03805698509951765,0.1,0.5923566878980892,0.5910126994464344,0.5920580237977213,0.5912426614481409,0.5909756097560976,0.5919515873708352,0.5923566878980892
3,2e-05,4,4,256,0.022519296894778357,0.1,0.554140127388535,0.5541220382992535,0.5539954146742827,0.555600781504396,0.5555284552845529,0.5567368458167322,0.554140127388535
4,1.5e-05,2,4,384,0.0411380806635415,0.1,0.6050955414012739,0.5791248702870979,0.5837862727947705,0.6194410444716443,0.5952032520325203,0.6180266990985092,0.6050955414012739
5,1.5e-05,2,3,256,0.027729239350791742,0.1,0.5923566878980892,0.5735144312393887,0.5775112735609312,0.5977891156462585,0.5841463414634147,0.5971445903202045,0.5923566878980892
6,1e-05,4,4,256,0.037904387004268694,0.1,0.6178343949044586,0.6174463937621832,0.6179895953613688,0.6174512987012987,0.6176422764227643,0.618345189842005,0.6178343949044586
7,2e-05,2,3,384,0.04465605606610989,0.1,0.5859872611464968,0.5843007861827365,0.5831202537081044,0.5925585284280936,0.5900000000000001,0.5942621903159151,0.5859872611464968
8,2e-05,4,3,256,0.002190188289361439,0.0,0.6496815286624203,0.6482545113853925,0.6472555992914729,0.6581939799331105,0.6538211382113821,0.6604009117440299,0.6496815286624203
9,1.5e-05,2,4,384,0.03723810779539086,0.0,0.5095541401273885,0.4997310159321332,0.4966054764154611,0.518777213352685,0.5168292682926829,0.5200431253640002,0.5095541401273885
10,2e-05,2,3,384,0.023477790563790398,0.0,0.5477707006369427,0.5465934512914379,0.5476235444687546,0.5466460436339955,0.5465853658536586,0.54752077685851,0.5477707006369427
