trial_id,learning_rate,batch_size,num_train_epochs,max_len,weight_decay,warmup_ratio,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,precision_weighted,recall_weighted
1,1e-05,16,4,384,0.08585979199113825,0.0,0.5592105263157895,0.557659731572775,0.5569704894647686,0.562422634836428,0.5611573111573112,0.5630066545674531,0.5592105263157895
2,3e-05,8,3,384,0.0761139701990353,0.2,0.48026315789473684,0.4658125361448463,0.46812463562482876,0.4738898418143701,0.47626472626472627,0.4744440432126629,0.48026315789473684
3,3e-05,16,4,256,0.04503859378955671,0.1,0.6513157894736842,0.6416210685528716,0.6431722239002016,0.6621879169048981,0.6474358974358974,0.661242514519575,0.6513157894736842
4,2e-05,8,5,512,0.082276161327083,0.1,0.5921052631578947,0.5909722222222222,0.5915387426900585,0.5916376306620209,0.5911295911295911,0.5917935081606455,0.5921052631578947
5,3e-05,8,4,256,0.055458478701583484,0.2,0.631578947368421,0.6236958443854995,0.6251291358369399,0.6376488095238095,0.6282051282051282,0.6370418233082706,0.631578947368421
6,1e-05,16,5,256,0.07580877400853739,0.1,0.6381578947368421,0.6381422326104835,0.6382048811159179,0.6383549783549783,0.6384268884268884,0.6387491455912508,0.6381578947368421
7,3e-05,8,3,512,0.08931211213221978,0.2,0.5,0.4986111111111111,0.49930555555555556,0.49895470383275264,0.498960498960499,0.4993031358885017,0.5
8,5e-05,16,3,384,0.004380376578722878,0.1,0.618421052631579,0.5957446808510638,0.5982642777155656,0.6406926406926408,0.6126126126126126,0.6393825472772842,0.618421052631579
9,3e-05,8,5,512,0.07447621559078171,0.1,0.6381578947368421,0.6263687150837989,0.6281152602175831,0.6500679479712677,0.6339223839223839,0.6491151437125137,0.6381578947368421
10,5e-05,8,3,512,0.046955581127580796,0.1,0.5921052631578947,0.5426130848378955,0.5465724591034955,0.6394009216589862,0.5838530838530839,0.6374302692214407,0.5921052631578947
