trial_id,learning_rate,batch_size,num_train_epochs,max_len,weight_decay,warmup_ratio,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,precision_weighted,recall_weighted
1,1e-05,16,4,384,0.08585979199113825,0.0,0.4864864864864865,0.42612244897959184,0.5317595146166575,0.4632352941176471,0.44612068965517243,0.625993640699523,0.4864864864864865
2,3e-05,8,3,384,0.0761139701990353,0.2,0.5945945945945946,0.44940476190476186,0.6098777348777348,0.45462962962962966,0.44719827586206895,0.6275275275275275,0.5945945945945946
3,3e-05,16,4,256,0.04503859378955671,0.1,0.5540540540540541,0.4731391585760518,0.5903262485786758,0.49233716475095785,0.4892241379310345,0.6543439991715854,0.5540540540540541
4,2e-05,8,5,512,0.082276161327083,0.1,0.5135135135135135,0.445,0.5556756756756757,0.47470238095238093,0.46336206896551724,0.6377091377091377,0.5135135135135135
5,3e-05,8,4,256,0.055458478701583484,0.2,0.6351351351351351,0.4948166877370417,0.6459288618580654,0.49617224880382776,0.4956896551724138,0.6582956161903532,0.6351351351351351
6,1e-05,16,5,256,0.07580877400853739,0.1,0.3783783783783784,0.3615903975993998,0.4203483303258247,0.4440993788819876,0.4224137931034483,0.5974483800570757,0.3783783783783784
7,3e-05,8,3,512,0.08931211213221978,0.2,0.6081081081081081,0.4345191040843215,0.6123419862550297,0.4360165118679051,0.4331896551724138,0.6167126879201182,0.6081081081081081
8,5e-05,16,3,384,0.004380376578722878,0.1,0.5540540540540541,0.40540540540540543,0.5741417092768444,0.4155435759209344,0.39870689655172414,0.597338578470654,0.5540540540540541
9,3e-05,8,5,512,0.07447621559078171,0.1,0.5405405405405406,0.4175925925925926,0.5694694694694694,0.4325,0.41271551724137934,0.607027027027027,0.5405405405405406
10,5e-05,8,3,512,0.046955581127580796,0.1,0.5945945945945946,0.44940476190476186,0.6098777348777348,0.45462962962962966,0.44719827586206895,0.6275275275275275,0.5945945945945946
